"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Class"
-118.08,87500,562,26,2461,"A",544,971,21.944,33.77,3
-118.08,67500,551,26,2013,"A",510,664,22.708,33.77,3
-118.08,68500,806,26,3083,"A",723,960,19.074,33.77,3
-118.08,46900,637,25,1995,"A",597,743,14.617,33.76,3
-118.09,58500,440,26,1625,"A",414,533,1.808,33.76,3
-118.09,61300,1508,26,5359,"A",1393,1829,17.675,33.77,2
-118.08,54300,577,26,1967,"A",538,692,16.111,33.76,3
-118.08,46700,364,26,996,"A",313,366,12.813,33.76,3
-118.08,71300,159,27,529,"A",155,193,20.952,33.76,3
-118.09,67500,640,27,2301,"A",627,847,17.208,33.77,3
-118,176000,455,26,1876,"A",436,1499,2.925,33.76,3
-118.01,186000,722,30,3380,"A",652,2269,4.525,33.75,3
-118,137500,387,26,1382,"A",368,1977,27.589,33.75,3
-118,316700,346,25,2767,"A",372,1148,6.394,33.74,3
-118.02,214800,587,27,2905,"A",561,1781,4.25,33.76,3
-118.02,231200,479,26,2989,"A",475,1596,57.157,33.75,3
-118.03,221900,849,25,4650,"A",790,2503,5.742,33.76,3
-118.04,338800,263,16,2070,"A",297,878,70.879,33.76,3
-118.04,235600,650,16,3757,"A",614,1291,52.001,33.75,3
-118.04,235800,421,26,2532,"A",441,1274,53.559,33.74,3
-118.02,248200,609,26,3842,"A",595,1961,6.128,33.74,3
-118.02,234100,610,26,3711,"A",597,1902,55.599,33.73,3
-118.01,264900,1264,25,8110,"A",1232,3613,60.609,33.74,2
-117.98,180000,802,24,3865,"A",772,2670,38.158,33.75,3
-117.98,199600,274,37,1264,"A",273,783,33.438,33.75,3
-117.99,184400,462,30,1859,"A",418,1314,30.909,33.75,3
-117.98,207500,635,29,3443,"A",620,2257,47.404,33.74,3
-117.99,240000,741,26,4065,"A",739,1960,4.506,33.74,3
-117.98,304700,908,16,4636,"A",825,2341,44.261,33.74,3
-117.99,248100,1045,17,5239,"A",985,2440,4.375,33.73,2
-117.98,284900,624,22,4232,"A",660,2408,66.539,33.73,3
-117.99,202400,267,29,1312,"A",255,922,31.902,33.77,3
-117.98,197400,652,28,3215,"A",636,2066,40.194,33.76,3
-117.99,190900,362,30,1572,"A",359,1351,3.369,33.76,3
-117.99,177700,737,17,2545,"A",699,1468,19.439,33.76,3
-117.99,191800,754,22,3024,"A",743,2357,33.125,33.75,3
-117.98,150000,518,23,1553,"A",474,1988,21.375,33.76,3
-117.98,192500,405,24,1880,"A",418,967,44.545,33.76,3
-117.98,210600,415,27,2343,"A",426,1537,51.345,33.75,3
-118.02,207500,352,34,2115,"A",338,1253,51.507,33.77,3
-118.02,211500,436,33,2683,"A",456,1520,50.091,33.77,3
-118.02,195800,404,25,1759,"A",385,1404,36.289,33.76,3
-118.01,204100,238,33,1387,"A",264,890,5.422,33.77,3
-118.01,217500,296,32,1771,"A",272,995,58.362,33.77,3
-118.01,191900,349,35,2072,"A",317,1249,39.855,33.76,3
-118.01,177700,597,26,2141,"A",585,2038,22.981,33.76,3
-118,192800,267,24,1324,"A",264,687,34.327,33.77,3
-118,194200,503,29,1982,"A",502,1426,30.263,33.76,3
-118,211700,503,28,2401,"A",456,1155,35.139,33.77,3
-118,179200,319,14,1120,"A",307,982,29.083,33.76,3
-118,208800,331,12,1250,"A",334,1047,30.625,33.76,3
-118.03,221200,898,21,3803,"A",829,1511,3,33.77,3
-118.02,181300,118,7,586,"A",107,232,52.077,33.77,3
-118.03,218900,310,27,2000,"A",294,880,5.635,33.77,3
-118.03,255900,579,24,3810,"A",590,1818,58.053,33.77,3
-118.03,223500,494,32,2980,"A",481,1370,50.866,33.76,3
-118.04,294900,545,25,4061,"A",527,1623,71.572,33.76,3
-118.03,237600,889,26,5321,"A",896,2932,58.914,33.79,3
-118.03,216600,634,32,3191,"A",611,1718,41.548,33.79,3
-118.01,223200,403,30,2460,"A",395,1277,54.372,33.79,3
-118.02,228900,559,28,3375,"A",554,1754,55.446,33.78,3
-118.01,207400,478,19,2648,"A",452,1160,59.357,33.78,3
-118.03,257500,302,26,2001,"A",298,836,51.061,33.78,3
-118.01,233100,377,26,2343,"A",373,1166,6,33.78,3
-118.03,270100,528,25,3554,"A",537,1600,66.453,33.78,3
-118.04,259400,557,26,3642,"A",569,1623,58.426,33.78,3
-118.04,247100,575,25,3715,"A",572,1640,57.705,33.78,3
-118.08,369400,613,29,3675,"A",591,1457,60.553,33.8,3
-118.07,384500,507,34,3486,"A",503,1311,71.221,33.8,3
-118.08,376200,395,34,2840,"A",396,1127,76.144,33.79,3
-118.09,342700,298,26,2146,"A",296,852,66.137,33.78,3
-118.07,362400,383,34,2473,"A",353,967,58.283,33.79,3
-118.09,360100,617,31,4231,"A",623,1694,66.312,33.79,3
-118.08,372000,347,34,2287,"A",346,1051,55.767,33.78,3
-118.08,364700,403,30,2879,"A",414,1109,69.324,33.78,3
-118.08,340100,967,25,5321,"A",903,1969,50.102,33.78,3
-118.02,240400,1030,23,6368,"A",1001,3281,61.142,33.79,2
-118.01,258000,430,23,2663,"A",403,1499,57.837,33.79,3
-118.02,193800,14,24,84,"A",8,32,5.875,33.8,3
-118.02,359600,393,16,2956,"A",429,1379,84.952,33.8,3
-118.01,219500,701,16,4021,"A",650,1488,5.32,33.8,3
-118.05,390900,434,18,3414,"A",454,1272,87.015,33.78,3
-118.05,353500,435,25,3112,"A",401,1098,6,33.78,3
-118.05,359100,330,25,2356,"A",326,937,66.264,33.78,3
-118.06,355600,562,22,4048,"A",541,1637,73.463,33.78,3
-118.04,245100,466,33,2685,"A",476,1359,50.261,33.8,3
-118.06,196900,504,21,2196,"A",477,1215,4.8,33.8,3
-118.07,320700,624,26,4422,"A",625,1936,64.288,33.79,3
-118.06,212500,442,22,1892,"A",404,1015,41.379,33.8,3
-118.06,195300,333,20,1379,"A",304,937,36.217,33.8,3
-118.07,193100,554,17,2439,"A",532,1161,36.442,33.8,3
-118.05,277400,355,19,1863,"A",317,1260,32.465,33.79,3
-118.04,256000,1204,21,6623,"A",1129,3193,45.395,33.84,2
-118.05,329700,653,21,4890,"A",654,2295,6.983,33.84,3
-118.04,320700,830,19,4526,"A",748,2318,46.681,33.83,3
-118.04,273900,637,26,4105,"A",648,2072,5.844,33.82,3
-118.04,201900,312,20,1488,"A",283,972,4.055,33.83,3
-118.05,159600,279,25,1548,"A",265,732,5.123,33.82,3
-118.06,190900,462,25,2637,"A",415,965,45.833,33.82,3
-118.06,263000,513,25,3497,"A",544,1839,54.216,33.81,3
-118.07,398800,352,22,2711,"A",368,1305,85.407,33.81,3
-118.07,218200,338,22,1391,"A",295,810,38.792,33.8,3
-118.08,237500,281,21,1189,"A",264,577,33.155,33.81,3
-118.03,244400,346,17,1851,"A",310,770,56.093,33.82,3
-118.03,245300,477,17,2178,"A",457,1077,36.815,33.82,3
-118.03,318500,464,20,2662,"A",472,1275,60.162,33.82,3
-118.02,258300,437,19,2485,"A",431,1286,47.466,33.82,3
-118.02,260000,328,16,1139,"A",290,665,32.933,33.83,3
-118.03,198400,653,34,3203,"A",691,2072,4.225,33.83,3
-118.03,229600,532,25,3030,"A",509,1668,4.625,33.83,3
-118.03,132800,195,25,768,"A",184,529,3.175,33.83,3
-118.06,226400,1054,22,5290,"A",1021,2812,4.53,33.83,2
-118.05,286700,678,24,4316,"A",665,2286,57.018,33.83,3
-118.06,343900,655,21,3941,"A",670,1897,4.88,33.83,3
-118.05,386700,372,21,2997,"A",372,1323,86.123,33.82,3
-118.06,163800,516,17,1973,"A",501,1112,38.512,33.83,3
-118.06,213400,675,24,3983,"A",638,1568,46.458,33.82,3
-118.04,241000,624,22,4057,"A",643,2204,58.527,33.81,3
-118.04,216100,515,27,2990,"A",497,1849,56.846,33.81,3
-118.05,234600,437,26,2523,"A",450,1377,52.542,33.81,3
-118.03,237400,567,26,3635,"A",543,1779,57.089,33.81,3
-118.03,289300,328,19,1795,"A",322,1014,4.535,33.86,3
-118.04,279200,347,24,2233,"A",355,1162,56.094,33.85,3
-118.04,315900,469,23,3132,"A",478,1646,5.777,33.85,3
-118.05,313100,388,25,2856,"A",362,1212,61.737,33.85,3
-118.04,328500,546,18,3628,"A",544,1922,75.057,33.85,3
-118.03,344400,390,16,1831,"A",389,1347,38.426,33.85,3
-118.01,208600,772,29,3963,"A",743,2104,49.803,33.83,3
-118.01,215600,691,29,3740,"A",638,1724,39.628,33.84,3
-118.03,196000,857,28,3857,"A",830,2328,40.156,33.84,3
-118.02,217600,892,26,3616,"A",821,2257,31.497,33.83,3
-118.02,204500,456,21,2052,"A",432,1173,37.885,33.82,3
-118.01,192300,893,10,3897,"A",693,1992,41.591,33.82,3
-118.01,190100,1083,18,5238,"A",1065,3032,44.583,33.81,2
-118.02,200900,614,34,3482,"A",641,2227,51.155,33.81,3
-118.02,220700,383,26,2342,"A",394,1290,56.677,33.86,3
-118.02,213000,329,31,1922,"A",353,1030,53.416,33.85,3
-118.03,203700,448,30,2320,"A",452,1434,40.865,33.85,3
-118.03,224100,1141,23,5495,"A",1004,2873,39.156,33.85,2
-118.01,209300,447,29,2064,"A",400,1265,38.864,33.85,3
-118.01,195200,612,29,3061,"A",640,2396,46.326,33.85,3
-118,188000,205,34,1078,"A",206,575,45.083,33.85,3
-118.01,194200,452,29,2307,"A",402,1218,34.306,33.86,3
-118.01,202100,838,28,4097,"A",803,2112,4.5,33.84,3
-118.01,213400,713,35,4166,"A",709,2354,51.775,33.84,3
-118.02,214100,563,35,3473,"A",580,2091,44.821,33.84,3
-118.03,226400,831,30,4781,"A",797,2568,54.746,33.84,3
-117.99,187200,228,36,1138,"A",219,725,34.167,33.86,3
-117.99,212600,306,34,1948,"A",304,957,49.777,33.85,3
-118,197200,418,33,2053,"A",405,1154,40.455,33.85,3
-118,203000,196,32,1162,"A",178,563,3.875,33.86,3
-117.99,192600,272,35,1661,"A",276,949,52.548,33.85,3
-117.99,207000,343,34,2079,"A",352,1379,5.103,33.84,3
-118,195100,325,30,1549,"A",299,885,40.039,33.84,3
-118,165100,637,29,2641,"A",619,2413,28.169,33.84,3
-118.01,185700,1615,25,6348,"A",1497,4188,3.139,33.87,2
-117.99,178000,906,20,3540,"A",876,2898,30.252,33.86,3
-118,268100,289,28,1624,"A",280,755,47.083,33.88,3
-118.01,269600,391,19,1434,"A",341,1088,3.369,33.88,3
-117.99,159400,567,15,2298,"A",527,1261,42.422,33.88,3
-117.99,161100,302,42,1461,"A",314,986,39.559,33.88,3
-118,170800,720,18,2628,"A",649,2276,2.735,33.88,3
-117.99,174000,499,16,1689,"A",453,1260,31.205,33.87,3
-118,165600,544,13,2086,"A",462,1356,2.95,33.87,3
-117.99,217000,537,17,2334,"A",535,1662,30.147,33.87,3
-117.99,161900,307,34,1239,"A",291,869,3.59,33.87,3
-117.99,176100,612,20,2303,"A",564,1607,2.9,33.86,3
-117.98,393700,437,18,2939,"A",435,1278,71.425,33.89,3
-117.99,240600,509,25,3401,"A",498,1503,66.704,33.88,3
-117.99,160500,1020,21,5195,"A",988,2539,45.033,33.89,2
-117.99,347800,306,23,2111,"A",288,979,85.621,33.89,3
-117.97,181800,344,17,1851,"A",339,764,51.315,33.89,3
-117.97,137500,445,17,1740,"A",412,1158,28.649,33.89,3
-117.97,185100,279,9,1344,"A",265,530,50.731,33.88,3
-117.97,218500,247,11,1454,"A",236,635,62.427,33.88,3
-117.97,367400,542,15,3801,"A",526,1992,90.683,33.89,3
-117.97,321600,300,16,2003,"A",318,1172,60.394,33.88,3
-117.97,462800,136,14,923,"A",130,420,102.252,33.89,3
-120.1,143800,384,33,1849,"B",92,218,17.083,39.17,1
-120.06,124000,583,30,2979,"B",124,316,21.987,39.09,1
-120.06,170000,372,22,2213,"B",42,98,11.912,39.15,1
-120.2,2e+05,361,15,2146,"B",76,197,41.316,39.12,1
-120.18,171900,386,25,2171,"B",116,248,30.375,39.14,1
-120.16,127800,460,21,2484,"B",144,309,39.722,39.14,1
-120.18,146900,360,18,1703,"B",163,354,36.563,39.17,1
-120.15,145800,359,32,1684,"B",209,454,29.125,39.17,1
-120.15,176600,348,25,1669,"B",78,163,5.75,39.15,1
-120.15,283300,242,14,1382,"B",66,141,41.016,39.2,1
-120.12,179200,525,17,2839,"B",189,390,35.667,39.18,1
-120.1,360000,559,18,3824,"B",106,241,55.456,39.19,1
-120.1,213200,241,17,1480,"B",80,202,39.375,39.19,1
-120.1,196900,294,20,1703,"B",174,409,3.087,39.2,1
-120.11,158300,392,18,2245,"B",162,421,45.795,39.21,1
-120.11,153300,574,21,3005,"B",150,385,31.193,39.24,1
-120.08,146900,306,19,1746,"B",104,251,48.182,39.23,1
-120.07,169500,614,20,3729,"B",152,365,4.962,39.24,1
-120.06,163500,525,21,2459,"B",233,584,3.01,39.25,1
-120.04,123800,469,30,2369,"B",213,510,2.65,39.24,1
-120.04,154500,491,24,2237,"B",95,264,41.364,39.27,1
-120.02,99300,426,24,1602,"B",257,751,17.609,39.24,1
-120.02,93600,571,22,2309,"B",342,919,30.057,39.24,1
-120.02,225000,444,32,1347,"B",303,825,18.269,39.24,1
-120.01,139300,391,26,1930,"B",138,307,26.023,39.26,1
-120.91,146800,1415,13,7689,"B",1198,3264,3.653,38.98,2
-120.81,101000,189,30,806,"B",146,326,28.155,39.02,1
-120.69,118200,262,19,1048,"B",184,493,22.917,39.12,1
-120.83,97700,242,15,1117,"B",229,551,26.319,39.02,1
-121.06,143000,1416,18,6501,"B",1373,2954,25.373,38.91,2
-121.08,138400,755,27,3436,"B",709,1568,24.273,38.9,1
-121.06,184300,1284,17,7635,"B",1227,3096,42.917,38.88,2
-121.08,139000,753,41,3471,"B",710,1680,26.701,38.89,1
-121.07,122200,281,52,1280,"B",266,523,17.375,38.9,1
-121.15,239400,313,20,2024,"B",309,879,52.903,38.89,1
-121.12,216500,717,17,3949,"B",686,1683,33.802,38.86,1
-121.15,193100,299,23,1654,"B",299,787,42.723,38.91,1
-121.08,220100,422,10,2509,"B",389,1037,6,38.85,1
-121.16,237100,463,17,3353,"B",447,1417,51.721,38.74,1
-121.14,287800,1333,15,10282,"B",1300,3868,64.789,38.77,2
-121.16,276600,108,27,771,"B",111,315,84.882,38.75,1
-121.14,236500,433,22,2750,"B",428,1161,42.143,38.84,1
-121.14,233000,278,22,1816,"B",278,832,5.07,38.82,1
-121.15,217500,370,20,2104,"B",314,745,41.685,38.8,1
-121.18,277800,528,13,3480,"B",532,1432,61.642,38.78,1
-121.18,220100,414,18,2541,"B",405,1276,51.857,38.8,1
-121.21,239200,296,16,1608,"B",286,792,31.583,38.76,1
-121.21,264400,639,11,4552,"B",623,2006,43.962,38.75,1
-121.17,394000,255,14,2028,"B",251,781,65.322,38.76,1
-121.2,334800,636,11,4897,"B",616,1931,77.499,38.73,1
-121.18,273100,264,16,1584,"B",226,613,60.302,38.73,1
-121.18,247600,459,16,2807,"B",429,1201,47.941,38.75,1
-121.24,229600,1368,5,9137,"B",1294,3667,54.896,38.75,2
-121.24,203700,576,12,3605,"B",549,1556,4.9,38.72,1
-121.27,154900,887,19,3869,"B",685,2086,26.065,38.74,1
-121.26,172100,499,14,3323,"B",540,1527,53.451,38.73,1
-121.26,135900,1314,22,7173,"B",1316,3526,33.941,38.74,2
-121.28,267400,672,6,4223,"B",631,1747,5.419,38.73,1
-121.27,198700,644,6,4664,"B",663,2105,60.804,38.72,1
-121.25,179400,1168,10,7277,"B",1131,3507,4.485,38.72,2
-121.27,128500,1117,21,4812,"B",1045,1985,25.083,38.75,1
-121.28,134700,778,33,4384,"B",789,1775,4.05,38.74,1
-121.3,139200,1099,9,5558,"B",1043,2717,36.455,38.73,2
-121.36,220100,416,21,2253,"B",411,1050,3.141,38.73,1
-121.32,186300,228,14,1449,"B",232,670,43.897,38.74,1
-121.31,129200,750,7,4185,"B",706,2147,40.519,38.75,1
-121.3,86300,885,36,3903,"B",804,2313,2.655,38.75,1
-121.28,83800,89,52,493,"B",94,189,2.108,38.75,1
-121.3,87900,1039,41,4374,"B",959,2387,23.611,38.74,1
-121.33,169300,3559,3,20214,"B",3112,8361,42.259,38.77,2
-121.28,101900,631,47,2901,"B",578,1276,21.366,38.76,1
-121.27,85300,307,43,1292,"B",249,647,27.188,38.75,1
-121.29,187500,174,12,1198,"B",170,443,60.097,38.76,1
-121.28,201400,550,6,3819,"B",587,1738,58.718,38.77,1
-121.28,147900,1739,7,9003,"B",1591,4445,3.816,38.8,2
-121.24,141100,352,11,1851,"B",369,1049,35.288,38.78,1
-121.24,136500,143,18,549,"B",136,249,0.8691,38.78,1
-121.23,142600,871,13,3813,"B",783,1513,20.807,38.78,1
-121.22,218000,514,8,3418,"B",409,1312,63.914,38.78,1
-121.24,217300,1643,5,12259,"B",1582,4819,54.498,38.82,2
-121.25,188700,729,14,5094,"B",705,1974,55.205,38.8,1
-121.24,173200,485,15,2615,"B",428,1063,37.904,38.79,1
-121.24,110200,261,23,1419,"B",269,706,31.875,38.79,1
-121.23,92000,176,45,907,"B",190,463,22.292,38.79,1
-121.22,124800,521,11,2521,"B",477,1390,35.265,38.8,1
-121.19,209400,500,20,3118,"B",519,1405,6,38.87,1
-121.21,151900,640,21,3691,"B",603,1758,35.607,38.83,1
-121.19,139400,710,8,4114,"B",716,2268,44.085,38.85,1
-121.18,124400,859,15,4488,"B",805,2114,29.484,38.83,1
-121.39,162700,646,19,3568,"B",590,1714,40.862,38.85,1
-121.3,126400,541,16,3155,"B",540,1630,40.282,39,1
-121.31,82100,228,16,1210,"B",222,726,27.083,38.97,1
-121.22,192600,461,19,2531,"B",429,1206,44.958,38.92,1
-121.27,191400,358,16,2094,"B",357,1092,44.769,38.87,1
-121.29,108700,394,45,2019,"B",407,1104,31.691,38.9,1
-121.28,93600,259,31,1297,"B",240,765,27.656,38.9,1
-121.29,110800,120,10,653,"B",146,407,33.889,38.89,1
-121.3,99300,297,23,1750,"B",315,1012,34.706,38.89,1
-121.3,91300,317,45,1529,"B",281,793,29.866,38.89,1
-121.32,111300,1269,9,5927,"B",1176,3369,28.194,38.89,2
-121.14,212000,312,16,2069,"B",299,889,46.771,38.92,1
-121.1,135500,871,21,4064,"B",859,1847,30.321,38.92,1
-121.11,190500,423,24,2558,"B",403,1149,40.679,38.91,1
-121.1,125000,117,42,410,"B",112,706,10.179,38.94,1
-121.07,164000,884,15,5301,"B",831,2335,4.515,38.92,1
-121.05,158800,372,34,2144,"B",378,899,33.021,38.92,1
-121.15,220600,691,15,4145,"B",680,1872,43.553,39,1
-121.19,196300,431,16,2544,"B",412,1199,45.129,38.95,1
-121.11,158600,890,14,3888,"B",844,1830,18.238,38.95,1
-121.1,55300,403,17,1475,"B",363,943,21.287,38.95,1
-121.06,212800,355,14,2267,"B",369,1140,47.019,38.98,1
-121.05,201900,550,12,3676,"B",510,1572,48.214,38.97,1
-121.09,191900,221,13,1467,"B",231,688,52.536,38.97,1
-121.1,192300,195,16,1106,"B",187,505,50.126,39,1
-121.08,156100,380,18,1931,"B",377,1271,27.463,38.95,1
-121.08,167700,824,14,4239,"B",794,1729,24.278,38.93,1
-121.07,150700,294,14,1710,"B",297,839,47.143,38.94,1
-121.04,153200,445,22,1931,"B",407,1009,2.75,38.95,1
-120.99,166800,450,17,2289,"B",397,1182,23.696,39.04,1
-120.98,162900,661,17,3403,"B",622,1540,36.354,38.99,1
-121.04,174300,730,21,4059,"B",693,1874,48.051,39,1
-121.02,185400,799,17,4786,"B",770,2066,39.734,39.01,1
-121,312500,23,4,170,"B",27,93,109.891,39,1
-120.87,142700,598,25,2691,"B",373,964,39.196,39.18,1
-120.87,128900,389,17,1819,"B",283,736,28.603,39.15,1
-120.58,118800,903,15,4126,"B",266,723,30.147,39.27,1
-120.33,175000,178,16,868,"B",21,44,3,39.3,1
-120.18,141300,1545,14,10098,"B",254,701,40.819,39.28,2
-120.22,244000,1409,22,8259,"B",353,845,33.699,39.2,1
-120.96,139100,436,24,2069,"B",374,909,25.326,39.12,1
-120.98,148000,906,20,4570,"B",815,2125,30.403,39.08,1
-120.94,151500,717,8,3758,"B",661,1744,31.972,39.05,1
-120.98,87800,511,25,2220,"B",449,912,18.914,39.93,1
-120.95,83500,385,26,2023,"B",365,922,28.125,39.93,1
-120.93,70900,328,20,1511,"B",320,791,20.221,39.9,1
-120.9,81900,546,23,2679,"B",529,1424,28.812,39.93,1
-120.9,96600,238,20,1349,"B",203,601,35.417,39.95,1
-120.93,118800,351,15,1666,"B",316,816,29.559,39.96,1
-120.92,102500,92,35,383,"B",72,202,26.458,40.02,1
-120.74,88200,218,23,1017,"B",152,387,22.656,39.9,1
-120.57,102000,283,15,1291,"B",242,582,21.216,39.78,1
-120.66,130500,784,15,3763,"B",348,717,22.019,39.72,1
-120.74,126500,398,9,1955,"B",122,294,39.583,39.82,1
-121,83000,214,8,1116,"B",39,27,25.893,39.75,1
-121.14,88800,557,16,2534,"B",244,638,22.101,39.86,1
-120.53,71900,266,18,1234,"B",201,543,25.156,39.79,1
-120.48,1e+05,104,11,513,"B",86,204,2.375,39.78,1
-120.45,55900,456,47,2149,"B",419,965,17.829,39.8,1
-120.46,75900,673,18,3406,"B",617,1567,22.717,39.83,1
-120.38,92800,258,10,1262,"B",209,510,21.667,39.82,1
-120.15,82500,151,19,785,"B",140,366,30.625,39.8,1
-120.94,89200,261,22,1334,"B",222,597,22.132,40.17,1
-120.91,69600,313,24,1629,"B",274,641,22.067,40.08,1
-120.94,58000,664,31,3127,"B",580,1345,15.774,40.14,1
-121.23,75000,190,38,725,"B",115,219,1.625,40.01,1
-120.71,89400,180,19,897,"B",110,276,29.554,40.13,1
-121.25,67500,245,25,958,"B",16,28,2.625,40.27,1
-121.24,93600,301,36,1597,"B",262,632,35.962,40.31,1
-121.23,77100,667,21,3229,"B",582,1501,21.524,40.29,1
-121.19,193800,232,10,1572,"B",104,247,58.453,40.23,1
-121.08,137500,199,11,919,"B",43,69,16.944,40.19,1
-121.06,143800,225,23,1127,"B",85,215,34.844,40.23,1
-121.09,113400,336,15,1717,"B",206,501,36.477,40.3,1
-121.14,111500,394,17,1944,"B",172,384,16.875,40.29,1
-121.15,145200,880,14,5156,"B",281,616,33.462,40.25,1
-117.35,87800,254,38,1214,"B",236,723,25.469,34,3
-117.36,92900,261,42,1178,"B",283,804,29.688,33.99,3
-117.37,88900,155,36,730,"B",142,476,24.306,34,3
-117.37,90600,278,41,1248,"B",250,770,3.025,34,3
-117.36,105100,895,19,4592,"B",838,2769,33.622,34,3
-117.37,124200,247,15,1386,"B",185,703,36.415,34.01,3
-117.38,123800,514,45,2881,"B",515,1470,33.687,34,3
-117.38,141700,332,52,1797,"B",313,905,27.054,33.99,3
-117.38,101600,571,52,2274,"B",504,1167,20.284,33.98,3
-117.39,169100,452,37,2337,"B",437,948,3.145,33.98,3
-117.41,125000,183,24,950,"B",182,383,30.694,33.97,3
-117.37,96700,772,43,2862,"B",675,1878,21.151,33.98,3
-117.38,155000,297,29,1157,"B",253,2027,16.389,33.97,3
-117.38,162500,176,10,642,"B",186,462,21.528,33.98,3
-117.37,95800,547,27,1342,"B",484,844,11.194,33.98,3
-117.37,114200,224,44,917,"B",220,666,1.685,33.99,3
-117.36,82300,453,46,1680,"B",435,1570,20.436,33.98,3
-117.37,92400,697,34,3676,"B",682,2653,25.804,33.97,3
-117.37,79900,241,38,1156,"B",200,877,14.514,33.97,3
-117.37,84800,250,40,1166,"B",244,976,1.95,33.97,3
-117.37,125000,44,52,201,"B",24,130,2.025,33.98,3
-117.35,112500,28,45,131,"B",31,89,26.071,33.99,3
-117.35,85900,1242,31,4163,"B",1076,3928,16.943,33.98,2
-117.35,122500,886,27,3960,"B",838,2807,3.024,33.97,3
-117.36,82200,335,32,1625,"B",327,1212,27.596,33.97,3
-117.36,80700,469,33,2070,"B",467,1851,24.667,33.98,3
-117.37,216600,548,33,3974,"B",528,1398,72.519,33.96,3
-117.35,235200,316,25,2396,"B",314,951,82.405,33.96,3
-117.35,204800,210,28,1650,"B",211,557,76.632,33.95,3
-117.37,219600,1269,14,9286,"B",1238,3565,66.635,33.94,2
-117.36,315200,1181,7,9376,"B",1107,3570,85.326,33.92,2
-117.39,136200,553,52,3307,"B",529,1269,43.176,33.97,3
-117.38,150000,703,30,2953,"B",580,1406,26.895,33.97,3
-117.39,129300,345,52,1992,"B",358,948,32.917,33.96,3
-117.4,125500,322,51,1806,"B",298,709,3.575,33.96,3
-117.39,117900,348,48,1915,"B",376,1060,34.044,33.97,3
-117.4,148900,238,38,1383,"B",232,649,50.194,33.97,3
-117.4,134800,276,41,1707,"B",269,660,38.618,33.97,3
-117.41,118800,617,32,2837,"B",595,1393,23.798,33.96,3
-117.41,123400,901,24,4481,"B",823,2398,3.864,33.96,3
-117.41,157800,365,34,2316,"B",389,956,4.337,33.97,3
-117.44,112500,22,29,124,"B",18,50,125.381,33.96,3
-117.43,116500,651,28,3747,"B",646,2399,38.682,33.96,3
-117.44,115300,177,31,914,"B",161,556,37.344,33.95,3
-117.4,111500,423,46,2189,"B",389,866,31.384,33.95,3
-117.4,117300,491,32,1979,"B",444,954,24.408,33.95,3
-117.41,132100,283,37,1586,"B",305,675,29.583,33.95,3
-117.41,123900,257,37,1462,"B",287,849,30.542,33.95,3
-117.42,110800,848,32,4251,"B",798,2494,28.173,33.95,3
-117.42,98100,469,33,2275,"B",459,1691,27.452,33.96,3
-117.41,112700,418,27,2341,"B",415,1272,30.208,33.96,3
-117.38,133800,623,30,3153,"B",575,1544,34.491,33.96,3
-117.39,122900,269,36,1380,"B",262,598,31.667,33.95,3
-117.39,120700,284,35,1599,"B",287,721,4.125,33.95,3
-117.4,121400,166,43,633,"B",135,292,11.601,33.95,3
-117.39,114400,461,49,2527,"B",451,1344,40.833,33.96,3
-117.37,142600,351,32,2215,"B",311,771,43.542,33.95,3
-117.37,140100,296,20,1682,"B",291,706,40.966,33.94,3
-117.38,136800,380,21,2468,"B",385,1164,40.625,33.94,3
-117.39,127900,494,26,3014,"B",485,1832,48.333,33.93,3
-117.39,109100,680,35,3306,"B",673,1742,37.109,33.95,3
-117.4,82700,251,30,1198,"B",214,1019,30.509,33.94,3
-117.4,81300,298,35,1468,"B",261,1168,22.222,33.93,3
-117.41,89300,150,35,793,"B",128,669,40.156,33.93,3
-117.4,112000,187,37,987,"B",191,551,35.865,33.94,3
-117.4,116000,171,42,943,"B",203,466,31.458,33.94,3
-117.41,117600,476,33,2074,"B",420,911,2.87,33.94,3
-117.41,112500,714,29,3181,"B",706,1603,3.25,33.94,3
-117.42,125600,595,32,2885,"B",590,1509,31.795,33.93,3
-117.41,118500,1081,22,4179,"B",1013,2096,24.435,33.94,3
-117.42,113500,532,26,2420,"B",469,1383,35.403,33.94,3
-117.42,113900,325,35,1764,"B",353,1094,41.528,33.94,3
-117.43,104500,444,36,2284,"B",405,1425,40.526,33.95,3
-117.43,113300,396,36,2386,"B",374,1176,45.122,33.93,3
-117.43,129300,1368,15,4836,"B",1240,3012,21.865,33.93,2
-117.43,109400,262,31,1273,"B",254,686,24.922,33.93,3
-117.44,116000,272,34,1577,"B",284,880,46.327,33.93,3
-117.45,103700,869,12,3539,"B",859,1987,21.023,33.94,3
-117.44,114100,452,32,2349,"B",425,1479,39.118,33.94,3
-117.44,126900,516,30,2992,"B",507,1521,39.128,33.94,3
-117.44,118700,320,32,1814,"B",306,903,41.776,33.94,3
-117.44,129900,236,33,1371,"B",227,715,4.375,33.93,3
-117.45,113900,1320,20,5998,"B",1199,3185,32.731,33.93,2
-117.44,110800,525,33,2433,"B",517,1466,30.437,33.92,3
-117.45,121400,422,29,2320,"B",415,1358,37.333,33.91,3
-117.45,113300,588,35,2552,"B",551,1840,22.548,33.92,3
